,ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
223,03N,small_airport,Utirik Airport,4.0,OC,MH,MH-UTI,Utirik Island,K03N,UTK,03N,"11.222, 169.852005"
10375,ADC,small_airport,Andakombe Airport,3600.0,OC,PG,PG-EHG,Andekombe,AYAN,ADC,ADK,"-7.13722222222, 145.744722222"
10405,AEK,small_airport,Aseki Airport,4106.0,OC,PG,PG-MPL,Aseki,AYAX,AEK,ASE,"-7.35080485552, 146.19386673"
10465,AIE,small_airport,Aiome Airport,350.0,OC,PG,PG-MPM,Aiome,AYAO,AIE,AIO,"-5.145699978, 144.7307003"
10466,AIH,small_airport,Aiambak Airport,90.0,OC,PG,PG-WPD,Aiambak,AYAK,AIH,AMB,"-7.342777777779999, 141.2675"
10681,AMU,small_airport,Amanab Airport,1307.0,OC,PG,PG-SAN,Amanab,AYAM,AMU,ANA,"-3.586, 141.214333333"
10750,APR,small_airport,April River Airport,220.0,OC,PG,PG-ESW,April River,AYPE,APR,APR,"-4.67666666667, 142.540138889"
11100,AR-0346,small_airport,Sunchales Aeroclub Airport,311.0,SA,AR,AR-S,Sunchales,SAFS,NCJ,SCA,"-30.9575, -61.5283"
11216,AR-0462,small_airport,Termal Airport,308.0,SA,AR,AR-H,Presidencia Roque Sáenz Peña,SARS,PRQ,PSP,"-26.753611, -60.492222"
11502,ATN,small_airport,Namatanai Airport,150.0,OC,PG,PG-NIK,Namatanai,AYNX,ATN,NTI,"-3.6695, 152.438"
11503,ATP,small_airport,Aitape Airport,10.0,OC,PG,PG-SAN,Aitape,AYAI,ATP,APE,"-3.1436111111100002, 142.346805556"
11633,AU-OKB,small_airport,Orchid Beach Airport,71.0,OC,AU,AU-QLD,Orchid Beach,YORC,OKB,YORC,"-24.959400177002, 153.31500244141"
11641,AUI,small_airport,Aua Island Airport,4.0,OC,PG,PG-MRL,Aua Island,AYND,AUI,AUA,"-1.46055555556, 143.064722222"
11642,AUJ,small_airport,Ambunti Airport,50.0,OC,PG,PG-ESW,Ambunti,AYAT,AUJ,AMI,"-4.21566666667, 142.823166667"
11645,AUV,small_airport,Aumo Airport,450.0,OC,PG,PG-WBK,Aumo,AYUM,AUV,AUMO,"-5.731111111110001, 148.445277778"
11653,AYBR,small_airport,Biaru Airport,4900.0,OC,PG,PG-MPL,Biaru,AYBR,BRP,BRU,"-7.6693, 146.7594"
11661,AYDK,small_airport,Munduku Airport,100.0,OC,PG,PG-ESW,Munduku,AYDK,MDM,MUN,"-4.6204, 143.4516"
11662,AYDL,small_airport,Kondobol Airport,132.0,OC,PG,PG-WPD,Kondobol,AYDL,KPF,KDB,"-8.5336, 142.5049"
11663,AYDN,small_airport,Dinangat Airport,5309.0,OC,PG,PG-MPL,Dinangat,AYDN,DNU,DIN,"-6.1546, 146.6772"
11664,AYDO,small_airport,Doini Airport,31.0,OC,PG,PG-MBA,Castori Islets,AYDO,DOI,DOI,"-10.7009, 150.7218"
11671,AYEB,small_airport,Embessa Airport,131.0,OC,PG,PG-NPP,Embessa,AYEB,EMS,EMB,"-9.447, 148.7628"
11672,AYED,small_airport,Edwaki Airport,190.0,OC,PG,PG-SAN,Yellow River Mission,AYED,XYR,EWK,"-3.883986, 141.792234"
11676,AYEL,small_airport,Eliptamin Airport,4825.0,OC,PG,PG-SAN,Eliptamin,AYEL,EPT,ELP,"-5.0412, 141.6779"
11678,AYEN,small_airport,Engati Airstrip,3715.0,OC,PG,PG-MPL,Engati,AYEN,EGA,EGT,"-6.9179, 146.1053"
11679,AYEO,small_airport,Emo River Airstrip,2240.0,OC,PG,PG-NPP,Emo Mission,AYEO,EMO,EMO,"-9.1234, 148.0415"
11680,AYER,small_airport,Erume Airport,6690.0,OC,PG,PG-CPM,Erume,AYER,ERU,EME,"-8.2538, 146.9747"
11684,AYFE,small_airport,Feramin Airport,4655.0,OC,PG,PG-SAN,Feramin,AYFE,FRQ,FMN,"-5.208, 141.6988"
11687,AYFR,small_airport,Frieda River Airport,217.0,OC,PG,PG-ESW,Frieda River,AYFR,FAQ,FRR,"-4.610468, 141.960138"
11689,AYFU,small_airport,Fuma Airport,466.0,OC,PG,PG-WPD,Fuma,AYFU,FUM,FUMA,"-6.3933, 142.4408"
11694,AYGF,small_airport,Guari Airport,6450.0,OC,PG,PG-CPM,Guari,AYGF,GUG,GAI,"-8.1286, 146.8722"
11695,AYGG,small_airport,Garasa Airport,2539.0,OC,PG,PG-MPL,Au,AYGG,GRL,GSA,"-7.980713, 147.213461"
11700,AYGP,small_airport,Gusap Airport,1504.0,OC,PG,PG-GPK,Gusap,AYGP,GAP,GSP,"-6.053196, 145.959047"
11703,AYGS,small_airport,Gasuke Airport,157.0,OC,PG,PG-WPD,Gasuke,AYGS,GBC,GSK,"-6.1028, 141.7393"
11707,AYHB,small_airport,Habi Airport,993.0,OC,PG,PG-WPD,Habi,AYHB,HBD,HABI,"-6.32, 142.4893"
11708,AYHE,small_airport,Heiweni Airport,3480.0,OC,PG,PG-MPL,Heiweni,AYHE,HNI,HWI,"-7.4223, 146.4276"
11709,AYHH,small_airport,Honinabi Airport,452.0,OC,PG,PG-WPD,Honinabi,AYHH,HNN,HBI,"-16.2457, 142.1771"
11714,AYHO,small_airport,Haivaro Airport,180.0,OC,PG,PG-GPK,Haivaro,AYHO,HIT,HWO,"-6.9406, 143.059"
11721,AYII,small_airport,Imane Airport,3860.0,OC,PG,PG-MPL,Imane,AYII,IMN,IMN,"-6.7524, 146.1072"
11722,AYIM,small_airport,Kungim Airport,349.0,OC,PG,PG-WPD,Kungim,AYIM,KGM,KNM,"-5.671, 141.03"
11724,AYIO,small_airport,Imonda Airport,990.0,OC,PG,PG-SAN,Imonda,AYIO,IMD,IMO,"-3.328, 141.1573"
11729,AYIU,small_airport,Ialibu Airport,6736.0,OC,PG,PG-SHM,Ialibu,AYIU,IAL,IBU,"-6.2782, 143.9944"
11730,AYIX,small_airport,Witu Airport,25.0,OC,PG,PG-WBK,Garove Island,AYIX,WIU,WITU,"-4.689522, 149.440112"
11732,AYJO,small_airport,Yongai Airport,6500.0,OC,PG,PG-CPM,Yongai,AYJO,KGH,YON,"-8.5289, 147.4603"
11734,AYKG,small_airport,Kopiago Airport,4445.0,OC,PG,PG-HE,Kopiago,AYKG,KPA,KGO,"-5.3883, 142.4977"
11736,AYKJ,small_airport,Kanainj Airport,4064.0,OC,PG,PG-MPM,Kanainj,AYKJ,KNE,KNJ,"-5.2903, 144.7072"
11741,AYKR,small_airport,Kar Kar Airport,130.0,OC,PG,PG-MPM,Kar Kar Island,AYKR,KRX,KKR,"-4.557, 145.9404"
11742,AYKT,small_airport,Aropa Airport,20.0,OC,PG,PG-NSB,Kieta,AYIQ,KIE,KIA,"-6.305417, 155.728139"
11743,AYKU,small_airport,Kuri Airport,35.0,OC,PG,PG-GPK,Kuri,AYKU,KUQ,KURI,"-7.135083, 143.276111"
11748,AYLB,small_airport,Lab Lab Airport,160.0,OC,PG,PG-MPL,Lab Lab Mission,AYLB,LAB,LAB,"-5.7204, 148.0566"
11752,AYLO,small_airport,Lowai Airport,2900.0,OC,PG,PG-MPL,Lowai,AYLO,LWI,LOW,"-6.3344, 146.6458"
11753,AYLP,small_airport,Leron Plains Airport,680.0,OC,PG,PG-MPL,Leron Plains,AYLP,LPN,LPS,"-6.3917, 146.3434"
11755,AYLS,small_airport,Lese Airport,40.0,OC,PG,PG-GPK,Lese,AYLS,LNG,LESE,"-8.2799, 146.2765"
11756,AYLX,small_airport,Long Island Airport,116.0,OC,PG,PG-MPM,Long Island,AYLX,LSJ,LIS,"-5.3604, 147.0177"
11759,AYMA,small_airport,Manari Airport,2630.0,OC,PG,PG-NPP,Manari,AYMA,MRM,MRI,"-9.1908, 147.6219"
11760,AYMB,small_airport,Morobe Airport,8.0,OC,PG,PG-MPL,Morobe,AYMB,OBM,MBE,"-7.74, 147.59"
11764,AYML,small_airport,Mougulu Airport,825.0,OC,PG,PG-WPD,Mougulu,AYML,GUV,MGU,"-6.280859, 142.420775"
11769,AYMW,small_airport,Marawaka Airport,6050.0,OC,PG,PG-EHG,Marawaka,AYMW,MWG,MWK,"-6.9736, 145.8849"
11771,AYNA,small_airport,Nankina Airport,5800.0,OC,PG,PG-MPM,Gwarawon,AYNA,NKN,NKN,"-5.837, 146.4533"
11772,AYNE,small_airport,Negarbo(Negabo) Airport,4500.0,OC,PG,PG-CPK,Negarbo,AYNE,GBF,NBO,"-6.567778, 144.703058"
11773,AYNG,small_airport,Manguna Airport,187.0,OC,PG,PG-EBR,Manguna,AYNG,MFO,MGA,"-5.577778, 151.792333"
11774,AYNM,small_airport,Kasonombe Airport,5800.0,OC,PG,PG-MPL,Kasonombe,AYNM,KSB,KNB,"-6.3819, 146.9859"
11775,AYNO,small_airport,Nomane Airport,6032.0,OC,PG,PG-CPK,Namane,AYNO,NMN,NOM,"-6.32183, 145.070667"
11777,AYNY,small_airport,Nambaiyufa Airport,5550.0,OC,PG,PG-CPK,Nambaiyufa,AYNY,NBA,NBF,"-6.2412, 145.2424"
11781,AYOE,small_airport,Konge Airport,5900.0,OC,PG,PG-MPL,Konge,AYOE,KGB,KGE,"-6.2239, 147.2152"
11783,AYOJ,small_airport,Oksapmin Airport,5140.0,OC,PG,PG-SAN,Oksapmin,AYOJ,OKP,OKN,"-5.2261, 142.2259"
11784,AYOK,small_airport,Komako Airport,3960.0,OC,PG,PG-GPK,Komako,AYOK,HOC,KMA,"-7.3984, 145.8827"
11785,AYOQ,small_airport,Komaio Airport,28.0,OC,PG,PG-GPK,Komaio,AYOQ,KCJ,KOI,"-7.2714, 143.5952"
11790,AYOY,small_airport,Open Bay Airport,33.0,OC,PG,PG-WBK,Maitanakunai,AYOY,OPB,OBY,"-4.794727, 151.696195"
11793,AYPC,small_airport,Pangoa Airport,60.0,OC,PG,PG-WPD,Pangoa,AYPC,PGB,PGA,"-7.0226, 141.5605"
11794,AYPG,small_airport,Pangia Airport,5340.0,OC,PG,PG-SHM,Pangia,AYPG,PGN,PNA,"-6.386, 144.1084"
11796,AYPO,small_airport,Mapoda Airport,45.0,OC,PG,PG-WPD,Mapoda,AYPO,MPF,MPO,"-7.979, 143.1694"
11797,AYPQ,small_airport,Pumani Airport,427.0,OC,PG,PG-MBA,Pumani,AYPQ,PMN,PMN,"-9.7469, 149.4766"
11803,AYQO,small_airport,Sopu Airport,6580.0,OC,PG,PG-CPM,Sopu,AYQO,SPH,SOPU,"-8.3038, 147.1659"
11804,AYQS,small_airport,Sialum Airport,170.0,OC,PG,PG-MPL,Sialum,AYQS,SXA,SLU,"-6.0908, 147.5955"
11810,AYRI,small_airport,Karimui Airport,3640.0,OC,PG,PG-CPK,Karimui,AYRI,KMR,KRI,"-6.4921, 144.823"
11812,AYRM,small_airport,Maramuni Airport,5160.0,OC,PG,PG-EPW,Maramuni,AYRM,MWI,MAR,"-5.13, 143.4829"
11816,AYRV,small_airport,May River Airstrip,107.0,OC,PG,PG-ESW,May River,AYRV,MRH,MRV,"-4.3615, 141.785"
11820,AYSE,small_airport,Simberi Airport,10.0,OC,PG,PG-NIK,Simberi Island,AYSE,NIS,SBI,"-2.66222222222, 151.997777778"
11821,AYSG,small_airport,Sila Airport,2230.0,OC,PG,PG-NPP,Sila Mission,AYSG,SIL,SILA,"-9.07355555556, 148.38925"
11822,AYSH,small_airport,Sabah Airport,10.0,OC,PG,PG-NSB,Sabah,AYSH,SBV,SAB,"-5.5765, 155.0489"
11824,AYSJ,small_airport,Simbai Airport,5804.0,OC,PG,PG-MPM,Simbai,AYSJ,SIM,SAI,"-5.278611111110001, 144.544722222"
11826,AYSO,small_airport,Selbang Airport,5130.0,OC,PG,PG-WPD,Selbang,AYSO,SBC,SEL,"-5.315, 141.752"
11827,AYSQ,small_airport,Sepik Plains Airport,230.0,OC,PG,PG-ESW,Sepik Plains,AYSQ,SPV,SPP,"-3.8821, 143.6734"
11830,AYSV,small_airport,Sauren Airport,46.0,OC,PG,PG-WBK,Sauren,AYSV,SXW,SAU,"-5.9701, 148.8543"
11831,AYSX,small_airport,Masa Airport,5900.0,OC,PG,PG-MPL,Masa,AYSX,MBV,MASA,"-6.345, 147.591"
11838,AYTI,small_airport,Tapini Airport,3100.0,OC,PG,PG-CPM,Tapini,AYTI,TPI,TAP,"-8.35666666667, 146.989166667"
11842,AYTN,small_airport,Tekin Airport,5785.0,OC,PG,PG-SAN,Tekin,AYTN,TKW,TEK,"-5.24366666667, 142.165194444"
11843,AYTP,small_airport,Tep Tep Airport,7011.0,OC,PG,PG-MPM,Teptep,AYTP,TEP,TEP,"-5.9553, 146.5595"
11845,AYTS,small_airport,Tsewi Airport,4185.0,OC,PG,PG-MPL,Tsewi,AYTS,TSW,TSE,"-7.0695, 146.1272"
11846,AYTT,small_airport,Tarakbits Airport,281.0,OC,PG,PG-WPD,Tarakbits,AYTT,TRJ,TRT,"-5.614, 141.0421"
11847,AYTW,small_airport,Tawa Airport,5020.0,OC,PG,PG-MPL,Tawa,AYTW,TWY,TAWA,"-7.4463, 146.1067"
11848,AYTZ,small_airport,Tekadu Airport,1310.0,OC,PG,PG-MPL,Tekadu,AYTZ,TKB,TKD,"-7.6808, 146.5503"
11849,AYU,small_airport,Aiyura Airport,5355.0,OC,PG,PG-EHG,Aiyura Valley,AYAY,AYU,AYU,"-6.33805555556, 145.904166667"
11851,AYUC,small_airport,Umba Airport,5950.0,OC,PG,PG-MPL,Umba,AYUC,UMC,UMBA,"-7.0214, 145.966"
11853,AYUE,small_airport,Uroubi Airport,481.0,OC,PG,PG-NPP,Uroubi,AYUE,URU,URO,"-9.5162, 148.5591"
11859,AYUR,small_airport,Upiara Airport,52.0,OC,PG,PG-WPD,Upiara,AYUR,UPR,UPA,"-8.5411, 142.6503"
11864,AYUZ,small_airport,Uvol Airport,15.0,OC,PG,PG-EBR,Uvol,AYUZ,UVO,UVOL,"-6.0178, 150.9557"
11867,AYVL,small_airport,Talasea Airport,44.0,OC,PG,PG-WBK,Talasea,AYVL,TLW,TLS,"-5.2726, 150.0089"
11868,AYVM,small_airport,Torembi Airport,90.0,OC,PG,PG-ESW,Torembi,AYVM,TCJ,TBI,"-4.0165, 143.1329"
11870,AYVO,small_airport,Tonu Airport,300.0,OC,PG,PG-NSB,Tonu,AYVO,TON,TONU,"-6.6552, 155.4326"
11872,AYWB,small_airport,Wabo Airport,132.0,OC,PG,PG-GPK,Wabo,AYWB,WAO,WABO,"-6.98944444444, 145.075111111"
11874,AYWF,small_airport,Wawoi Falls Airport,370.0,OC,PG,PG-WPD,Wavoi Falls,AYWF,WAJ,WWF,"-6.9523, 142.6557"
11877,AYWO,small_airport,Wonenara Airport,5028.0,OC,PG,PG-EHG,Wonenara,AYWO,WOA,WOA,"-6.796861111110001, 145.891944444"
11878,AYWQ,small_airport,Wakunai Airport,20.0,OC,PG,PG-EBR,Wakunai,AYWQ,WKN,WAI,"-5.8603, 155.2223"
11879,AYWS,small_airport,Wasu Airport,34.0,OC,PG,PG-MPL,Wasu,AYWS,WSU,WASU,"-5.96170944919, 147.19822526"
11880,AYWT,small_airport,Woitape Airport,5200.0,OC,PG,PG-CPM,Fatima Mission,AYWT,WTP,WTP,"-8.54583333333, 147.2525"
11881,AYWU,small_airport,Wau Airport,3600.0,OC,PG,PG-SAN,Wau,AYWU,WUG,WAU,"-7.345555555560001, 146.718611111"
11884,AYXE,small_airport,Yeva Airport,4510.0,OC,PG,PG-MPL,Yeva,AYXE,YVD,YEVA,"-7.548, 146.188"
11886,AYXI,small_airport,Sim Airport,5460.0,OC,PG,PG-MPL,Sim,AYXI,SMJ,SIM,"-7.75, 146.9273"
11888,AYXW,small_airport,Weam Airport,50.0,OC,PG,PG-WPD,Weam,AYXW,WEP,WEAM,"-8.6184, 141.1381"
11892,AYYE,small_airport,Yalumet Airport,2600.0,OC,PG,PG-MPL,Yalumet,AYYE,KYX,YLT,"-6.09, 147.0117"
11898,AYYR,small_airport,Yasuru Airport,1520.0,OC,PG,PG-MPL,Yasuru,AYYR,KSX,YAS,"-6.6015, 146.1813"
11905,AYZM,small_airport,Wasum Airport,175.0,OC,PG,PG-WBK,Wasum,AYZM,WUM,WSM,"-6.0491, 149.337"
12048,BCP,small_airport,Bambu Airport,6790.0,OC,PG,PG-MPM,Bambu,AYBC,BCP,BAM,"-5.863611111110001, 146.4925"
12315,BMH,small_airport,Bomai Airport,3300.0,OC,PG,PG-CPK,Bomai,AYBO,BMH,BOM,"-6.37316666667, 144.637"
12317,BMZ,small_airport,Bamu Airport,50.0,OC,PG,PG-WPD,Bamu,AYBF,BMZ,BAMU,"-7.8485, 143.2433"
12319,BNM,small_airport,Bodinumu Airport,3700.0,OC,PG,PG-CPM,Bodinumu,AYBD,BNM,BNU,"-9.107777777779999, 147.666722222"
12321,BNT,small_airport,Bundi Airport,4400.0,OC,PG,PG-MPM,Bundi,AYDI,BNT,BDI,"-5.742222222220001, 145.2275"
12344,BOT,small_airport,Bosset Airport,80.0,OC,PG,PG-WPD,Bosset,AYET,BOT,BST,"-7.237257, 141.1063222"
12789,BSP,small_airport,Bensbach Airport,30.0,OC,PG,PG-WPD,Bensbach,AYBH,BSP,BEN,"-8.85805555556, 141.259444444"
12791,BUL,small_airport,Bulolo Airport,2240.0,OC,PG,PG-MPL,Bulolo,AYBU,BUL,BUO,"-7.216286671410001, 146.649541855"
12850,BWP,small_airport,Bewani Airport,550.0,OC,PG,PG-SAN,Bewani,AYBI,BWP,BEW,"-3.0216666666700003, 141.165277778"
12852,BXZ,small_airport,Bunsil Airport,201.0,OC,PG,PG-MPL,Bunsil - Umboi Island,AYNS,BXZ,BSL,"-5.7243, 147.8667"
14505,CGC,small_airport,Cape Gloucester Airport,78.0,OC,PG,PG-WBK,Cape Gloucester,AYCG,CGC,CPG,"-5.458965, 148.432417"
16906,DBP,small_airport,Debepare Airport,360.0,OC,PG,PG-WPD,Debepare,AYDB,DBP,DBP,"-6.30861111111, 141.905555556"
17395,DER,small_airport,Derim Airport,4850.0,OC,PG,PG-MPL,Derim,AYDE,DER,DEM,"-6.14472222222, 147.107222222"
17563,DOO,small_airport,Dorobisoro Airport,1767.0,OC,PG,PG-CPM,Dorobisoro,AYDR,DOO,DOR,"-9.461855, 147.920907"
18317,EFG,small_airport,Efogi Airport,3900.0,OC,PG,PG-CPM,Efogi,AYEF,EFG,EFO,"-9.15380555556, 147.659805556"
19875,FADK,small_airport,Mubatuba Airport,210.0,AF,ZA,ZA-NL,Mubatuba,FADK,DUK,FA65,"-28.36840057373047, 32.24810028076172"
20025,FAOH,medium_airport,Oudtshoorn Airport,1063.0,AF,ZA,ZA-WC,Oudtshoorn,FAOH,OUH,FAOH,"-33.6069984436, 22.188999176"
20434,FIN,small_airport,Finschhafen Airport,60.0,OC,PG,PG-MPL,Buki,AYFI,FIN,FIN,"-6.621750109, 147.85405"
20768,FNE,small_airport,Fane Airport,4500.0,OC,PG,PG-CPM,Fane Mission,AYFA,FNE,FANE,"-8.54927777778, 147.085833333"
21904,GAZ,small_airport,Guasopa Airport,10.0,OC,PG,PG-MBA,Woodlark (Muyua) Island,AYGJ,GAZ,GPA,"-9.225918, 152.944352"
22557,GEW,small_airport,Gewoia Airport,340.0,OC,PG,PG-NPP,Gewoia,AYGC,GEW,GEW,"-9.2263, 148.4949"
22602,GLP,small_airport,Gulgubip Airport,4900.0,OC,PG,PG-WHM,Gulgubip,AYUP,GLP,GUP,"-5.2808, 141.5411"
22650,GOC,small_airport,Gora Airstrip,2497.0,OC,PG,PG-NPP,Gora,AYGX,GOC,GORA,"-9.0021, 148.2364"
22651,GODK,small_airport,Kolda North Airport,33.0,AF,SN,SN-KD,Kolda,GODK,KDA,GODK,"12.898500442504883, -14.968099594116211"
22934,HEO,small_airport,Haelogo Airport,3217.0,OC,PG,PG-CPM,Haelogo,AYHG,HEO,HLG,"-9.13658, 147.598434"
23324,HWA,small_airport,Hawabango Airport,4563.0,OC,PG,PG-GPK,Hawabango,AYHU,HWA,HBA,"-7.392994, 146.003487"
23460,ID-0011,small_airport,Blimbingsari Airport,112.0,AS,ID,ID-JI,Banyuwangi,WARB,BWX,BWI,"-8.31015, 114.3401"
23641,ID-FOO,small_airport,Kornasoren Airfield,13.0,AS,ID,ID-PA,Kornasoren-Numfoor Island,WABF,FOO,WA23,"-0.936325013638, 134.871994019"
23676,ID-ZGP,medium_airport,Bilogai-Sugapa Airport,7348.0,AS,ID,ID-PA,Sugapa-Papua Island,WABV,UGU,ZGP,"-3.73956, 137.031998"
23776,IDN,small_airport,Indagen Airport,5788.0,OC,PG,PG-MPL,Indagen,AYID,IDN,IGN,"-6.22663, 147.244"
24950,ITK,small_airport,Itokama Airport,2563.0,OC,PG,PG-NPP,Itokama,AYIK,ITK,ITK,"-9.201527, 148.264261"
24960,JJD,medium_airport,Comandante Ariston Pessoa Airport,89.0,SA,BR,BR-CE,Jijoca de Jericoacoara,SBJE,JJD,CE0003,"-2.906425, -40.357338"
24991,JOP,small_airport,Josephstaal Airport,250.0,OC,PG,PG-MPM,Josephstaal,AYJS,JOP,JSL,"-4.74708333333, 145.007083333"
26109,KAQ,small_airport,Kamulai Airport,5800.0,OC,PG,PG-CPM,Kamulai Mission,AYKH,KAQ,KML,"-8.150694444440001, 146.834"
26596,KDP,small_airport,Kandep Airport,7710.0,OC,PG,PG-EPW,Kandep,AYNN,KDP,KDP,"-5.84061111111, 143.507222222"
26600,KDQ,small_airport,Kamberatoro Airport,1350.0,OC,PG,PG-SAN,Kamberatoro Mission,AYTO,KDQ,KTO,"-3.600556, 141.051667"
27019,KEG,small_airport,Keglsugl Airport,8400.0,OC,PG,PG-CPK,Denglagu Mission,AYLG,KEG,KEG,"-5.83277777778, 145.097222222"
27091,KEX,small_airport,Kanabea Airport,4288.0,OC,PG,PG-GPK,Kanabea,AYNB,KEX,KEA,"-7.538888888890001, 145.905"
27399,KGW,small_airport,Kagi Airport,4200.0,OC,PG,PG-CPM,Kagi,AYKQ,KGW,KAGI,"-9.135916666670001, 147.669444444"
27647,KIQ,small_airport,Kira Airport,1700.0,OC,PG,PG-NPP,Kira,AYRA,KIQ,KIRA,"-8.065111111110001, 147.332027778"
27989,KMB,small_airport,Koinambe Airport,3000.0,OC,PG,PG-JI,Konambe,AYON,KMB,KOE,"-5.4875, 144.606944444"
28025,KMF,small_airport,Kamina Airport,2157.0,OC,PG,PG-GPK,Hoieti,AYKD,KMF,KMN,"-7.64925, 145.956944444"
28371,KOM,small_airport,Komo-Manda Airport,5057.0,OC,PG,PG-HE,Komo,AYOO,KOM,KOMO,"-6.0682, 142.8598"
28392,KOR,small_airport,Kakoro(Koroko) Airstrip,230.0,OC,PG,PG-GPK,Kakoro,AYRO,KOR,KKO,"-7.8346666666700004, 146.5335"
28687,KQL,small_airport,Kol Airport,5350.0,OC,PG,PG-JI,Kol,AYOL,KQL,KOL,"-5.73116666667, 144.846"
29785,KRJ,small_airport,Karawari Airstrip,70.0,OC,PG,PG-ESW,Amboin,AYQA,KRJ,KRR,"-4.59666666667, 143.5225"
29829,KRU,small_airport,Kerau Airport,7360.0,OC,PG,PG-CPM,Gunim,AYEA,KRU,KEU,"-8.271612, 147.071899"
30530,KZF,small_airport,Kaintiba Airport,2050.0,OC,PG,PG-GPK,Kaintiba,AYKT,KZF,KNT,"-7.50025, 146.033833333"
31457,LGN,small_airport,Linga Linga Airport,17.0,OC,PG,PG-WBK,Linga Linga,AYLL,LGN,LLA,"-5.5319444444400006, 149.734166667"
31551,LIAP,small_airport,L'Aquila–Preturo Airport,2211.0,EU,IT,IT-65,L'Aquila,LIAP,QAQ,AQ03,"42.379902, 13.3092"
31557,LIBC,medium_airport,Crotone Airport,522.0,EU,IT,IT-78,Crotone,LIBC,CRV,KR01,"38.9972, 17.0802"
31558,LIBD,large_airport,Bari Karol Wojtyła Airport,177.0,EU,IT,IT-75,Bari,LIBD,BRI,BA02,"41.138901, 16.760599"
31559,LIBF,medium_airport,"Foggia ""Gino Lisa"" Airport",265.0,EU,IT,IT-75,Foggia,LIBF,FOG,FG05,"41.432899, 15.535"
31560,LIBG,medium_airport,"Taranto-Grottaglie ""Marcello Arlotta"" Airport",215.0,EU,IT,IT-75,Grottaglie,LIBG,TAR,TA02,"40.517502, 17.4032"
31564,LIBP,medium_airport,Pescara International Airport,48.0,EU,IT,IT-65,Pescara,LIBP,PSR,PE01,"42.431702, 14.1811"
31565,LIBR,medium_airport,Brindisi – Salento Airport,47.0,EU,IT,IT-75,Brindisi,LIBR,BDS,BR03,"40.6576, 17.947001"
31568,LICA,medium_airport,Lamezia Terme Airport,39.0,EU,IT,IT-78,Lamezia Terme (CZ),LICA,SUF,CZ02,"38.905399, 16.2423"
31569,LICB,medium_airport,Comiso Airport,623.0,EU,IT,IT-82,Comiso,LICB,CIY,RG06,"36.994601, 14.607182"
31570,LICC,large_airport,Catania-Fontanarossa Airport,39.0,EU,IT,IT-82,Catania,LICC,CTA,CT03,"37.466801, 15.0664"
31571,LICD,medium_airport,Lampedusa Airport,70.0,EU,IT,IT-82,Lampedusa,LICD,LMP,AG01,"35.497898, 12.6181"
31572,LICG,medium_airport,Pantelleria Airport,628.0,EU,IT,IT-82,Pantelleria (TP),LICG,PNL,TP02,"36.816502, 11.9689"
31573,LICJ,large_airport,Falcone–Borsellino Airport,65.0,EU,IT,IT-82,Palermo,LICJ,PMO,PA03,"38.175999, 13.091"
31576,LICR,medium_airport,Reggio Calabria Airport,96.0,EU,IT,IT-78,Reggio Calabria,LICR,REG,RC01,"38.071201, 15.6516"
31577,LICT,medium_airport,Vincenzo Florio Airport Trapani-Birgi,25.0,EU,IT,IT-82,Trapani (TP),LICT,TPS,TP01,"37.9114, 12.488"
31578,LICZ,medium_airport,Sigonella Navy Air Base,79.0,EU,IT,IT-82,Sigonella (CT),LICZ,NSY,CT04,"37.401699, 14.9224"
31580,LIDB,small_airport,Belluno Airport,1240.0,EU,IT,IT-34,Belluno (BL),LIDB,BLX,BL05,"46.166549, 12.250389"
31591,LIDR,small_airport,Ravenna Airport,1.0,EU,IT,IT-45,Ravenna,LIDR,RAN,RA06,"44.36391, 12.224978"
31596,LIEA,medium_airport,Alghero-Fertilia Airport,87.0,EU,IT,IT-88,Alghero,LIEA,AHO,SS02,"40.632099, 8.29077"
31597,LIED,medium_airport,Decimomannu Air Base,100.0,EU,IT,IT-88,Decimomannu,LIED,DCI,CA12,"39.354198, 8.97248"
31598,LIEE,large_airport,Cagliari Elmas Airport,13.0,EU,IT,IT-88,Cagliari,LIEE,CAG,CA07,"39.251499, 9.05428"
31599,LIEO,medium_airport,Olbia Costa Smeralda Airport,37.0,EU,IT,IT-88,Olbia (SS),LIEO,OLB,SS03,"40.898701, 9.51763"
31600,LIER,small_airport,Oristano-Fenosu Airport,36.0,EU,IT,IT-88,Oristano,LIER,FNU,OR01,"39.895308, 8.642661"
31601,LIET,medium_airport,Tortolì Airport,23.0,EU,IT,IT-88,Arbatax,LIET,TTB,NU01,"39.9188, 9.68298"
31620,LIMC,large_airport,Malpensa International Airport,768.0,EU,IT,IT-25,Milan,LIMC,MXP,MI12,"45.6306, 8.72811"
31621,LIME,large_airport,Il Caravaggio International Airport,782.0,EU,IT,IT-25,Bergamo,LIME,BGY,BG01,"45.673901, 9.70417"
31622,LIMF,large_airport,Turin Airport,989.0,EU,IT,IT-21,Torino,LIMF,TRN,TO11,"45.200802, 7.64963"
31623,LIMG,medium_airport,Villanova D'Albenga International Airport,148.0,EU,IT,IT-42,Albenga (SV),LIMG,ALL,SV01,"44.050598, 8.12743"
